Customer ID,Recency,Frequency,Monetary,Cluster
DC-13285,24,5,1174.618,0
DD-13570,42,6,269.54200000000003,0
DE-13255,719,5,2550.874,1
DF-13135,700,3,2390.534,1
DG-13300,33,5,3195.818,0
DH-13075,278,6,4932.871999999999,3
DH-13675,776,4,1043.096,1
DJ-13420,638,4,2012.52,1
DJ-13510,49,8,2501.688,3
DJ-13630,13,3,3356.398,0
DK-12835,22,12,3256.48,3
DK-12895,46,5,4282.1759999999995,0
DK-12985,8,5,1687.04,0
DK-13090,43,7,2650.557,3
DK-13150,11,2,797.832,0
DK-13225,11,9,4802.394,3
DK-13375,20,8,3318.486,3
DL-12865,101,8,1503.112,3
DL-12925,58,6,3272.2,0
DL-13315,23,8,1458.258,3
DL-13330,58,4,585.0200000000001,0
DL-13495,77,8,3539.322,3
DM-12955,115,7,1322.034,0
DM-13015,58,7,6345.103,3
DM-13345,23,8,4074.4719999999993,3
DM-13525,482,3,1376.792,1
DN-13690,218,7,2139.79,0
DO-13435,134,9,1300.0315,3
DO-13645,27,9,2043.296,3
DP-13000,127,9,1050.636,3
DP-13105,7,8,2215.002,3
DP-13165,812,2,1058.616,1
DP-13390,359,9,5480.724000000001,3
DR-12880,4,9,6528.034,2
DR-12940,51,8,8350.868,2
DS-13030,94,4,1762.213,0
DS-13180,24,9,2881.8128,3
DV-13045,20,5,1119.4830000000002,0
DV-13465,30,6,3341.5870000000004,0
DW-13195,70,6,1080.751,0
DW-13480,218,5,5271.628,0
DW-13540,99,5,344.08,0
DW-13585,243,7,1204.8539999999998,0
Dl-13600,120,5,755.602,0
Dp-13240,85,11,7198.761,2
EA-14035,153,13,2846.705,3
EB-13705,49,9,3644.9780000000005,3
EB-13750,36,10,3236.314,3
EB-13840,91,5,4358.128,0
EB-13870,101,10,2767.219,3
EB-13930,162,5,944.5999999999999,0
EB-13975,1,4,1643.255,0
EB-14110,114,6,3071.126,0
EB-14170,83,6,1186.326,0
EC-14050,54,5,461.914,0
ED-13885,136,8,3484.92,3
EG-13900,23,5,1832.02,0
EH-13765,136,12,10310.880000000001,2
EH-13945,218,8,684.171,3
EH-13990,406,6,825.95,1
EH-14005,3,7,1219.53,0
EH-14125,73,14,3143.483,3
EH-14185,106,6,923.884,0
EJ-13720,303,4,2162.174,0
EJ-14155,58,5,2656.691,0
EK-13795,45,4,1303.4779999999998,0
EL-13735,78,2,124.28,0
EM-13810,133,5,2567.0099999999998,0
EM-13825,56,8,2339.598,3
EM-13960,152,5,933.7040000000001,0
EM-14065,48,4,228.99,0
EM-14095,114,4,1041.0420000000001,0
EM-14140,49,6,4588.436,3
EM-14200,159,3,366.822,0
EN-13780,288,4,2199.366,0
EP-13915,13,17,5478.0608,3
ER-13855,422,3,1245.788,1
ES-14020,41,5,3510.458,0
ES-14080,29,9,4657.924,3
FA-14230,98,7,2984.054,3
FC-14245,71,7,3418.742,3
FC-14335,185,7,3889.366,3
FG-14260,35,11,2124.784,3
FH-14275,38,10,4256.272,3
FH-14350,213,4,2271.284,0
FH-14365,6,8,6987.196,2
FM-14215,8,10,2456.638,3
FM-14290,37,9,3736.1980000000003,3
FM-14380,22,11,2731.996,3
FO-14305,39,10,2678.438,3
FP-14320,24,8,4046.746,3
FW-14395,363,3,79.75,1
GA-14515,150,8,3919.7760000000003,3
GA-14725,6,11,1398.3819999999998,3
GB-14530,63,11,1568.44,3
GB-14575,14,5,4716.288,0
GD-14590,6,4,1888.07,0
GG-14650,44,11,8584.092,2
GH-14410,76,9,2819.467,3
GH-14425,51,4,4172.846,0
GH-14485,388,2,1361.2440000000001,1
GH-14665,3,2,146.9408,0
GK-14620,113,9,6497.27,2
GM-14440,84,7,3582.82,3
GM-14455,17,6,3078.6240000000003,0
GM-14500,107,10,1255.682,3
GM-14680,153,6,3163.628,0
GM-14695,118,3,6049.965999999999,0
GP-14740,765,2,236.53000000000003,1
GR-14560,1136,2,1284.38,1
GT-14635,57,3,9351.212,2
GT-14710,37,11,11820.12,2
GT-14755,35,4,226.436,0
GW-14605,29,7,2189.0190000000002,3
GZ-14470,8,9,4355.15,3
GZ-14545,158,8,2529.11,3
HA-14905,70,7,2163.2999999999997,3
HA-14920,21,8,2584.158,3
HD-14785,769,3,251.36,1
HE-14800,13,4,883.5319999999999,0
HF-14995,22,7,2533.1639999999998,3
HG-14845,55,5,785.628,0
HG-14965,24,12,3247.642,3
HG-15025,7,7,3690.284,3
HH-15010,73,2,218.668,0
HJ-14875,127,5,358.1,0
HK-14890,152,8,4877.784,3
HL-15040,44,6,12873.297999999999,2
HM-14860,3,10,8236.7648,2
HM-14980,248,4,736.276,0
HO-15230,1,2,6.048,0
HO-15231,290,2,620.24,0
HO-15232,290,2,140.928,0
HO-15233,290,2,39.36,0
HO-15234,290,2,281.34,0
HP-14815,31,7,1990.314,3
HR-14770,14,5,1299.288,0
HR-14830,160,7,5248.787,3
HW-14935,118,8,9300.254,2
HZ-14950,36,5,886.52,0
IG-15085,72,4,744.574,0
IL-15100,143,7,5040.736,3
IM-15055,410,3,2872.63,1
IM-15070,391,7,4930.474,1
JA-15970,93,8,6491.026000000001,2
JB-15400,8,12,1830.4850000000001,3
JB-15925,737,3,900.5520000000001,1
JB-16000,44,7,644.1188,0
JB-16045,8,5,2518.1150000000002,0
JC-15340,115,4,71.263,0
JC-15385,176,1,1058.1080000000002,0
JC-15775,159,9,2772.0550000000003,3
JC-16105,58,5,858.576,0
JD-15790,118,5,2152.3520000000003,0
JD-15895,395,11,7610.8640000000005,2
JD-16015,113,6,385.43,0
JD-16060,301,3,695.442,0
JD-16150,42,8,8828.0305,2
JE-15475,194,6,1388.682,0
JE-15610,49,7,7754.976,2
JE-15715,47,12,10461.459,2
JE-15745,52,13,6760.815,2
JE-16165,21,3,2697.248,0
JF-15190,66,7,2279.5860000000002,3
JF-15295,226,5,955.124,0
JF-15355,106,6,1911.844,0
JF-15415,3,6,2371.4480000000003,0
JF-15490,122,11,1082.9180000000001,3
JF-15565,55,8,4198.332,3
JG-15115,758,3,2358.676,1
JG-15160,2,11,6366.392,3
JG-15310,3,6,2240.58,0
JG-15805,224,6,1507.018,0
JH-15430,6,4,309.281,0
JH-15820,175,6,528.91,0
JH-15910,42,7,959.477,0
JH-15985,30,6,7954.9980000000005,2
JH-16180,405,4,2256.3940000000002,1
JJ-15445,484,5,709.178,1
JJ-15760,753,2,195.0,1
JK-15205,62,5,4427.142,0
JK-15325,288,3,383.812,0
JK-15370,45,8,2709.632,3
JK-15625,62,7,3760.0280000000002,3
JK-15640,181,9,4760.433999999999,3
JK-15730,85,10,4867.2,3
JK-16090,29,3,3747.668,0
JK-16120,118,10,2932.484,3
JL-15130,9,6,1214.956,0
JL-15175,7,5,1571.5230000000001,0
JL-15235,120,5,2203.7000000000003,0
JL-15505,50,6,3173.874,0
JL-15835,22,11,9799.923,2
JL-15850,615,6,2725.256,1
JM-15250,38,6,3159.122,0
JM-15265,38,5,1804.146,0
JM-15535,103,9,2070.063,3
JM-15580,1,5,303.94800000000004,0
JM-15655,9,5,864.947,0
JM-15865,110,7,7625.076,2
JM-16195,58,10,2833.926,3
JO-15145,58,9,3254.949,3
JO-15280,93,6,1934.272,0
JO-15550,216,5,1090.838,0
JP-11135,2,5,515.2,0
JP-15460,38,7,1669.135,3
JP-15520,9,7,3635.594,3
JP-16135,103,9,1707.71,3
JR-15670,594,2,1156.658,1
JR-15700,69,1,863.8799999999999,0
JR-16210,34,5,2201.686,0
JS-13215,96,2,19.98,0
JS-15595,120,4,1417.654,0
JS-15685,43,4,1131.064,0
JS-15880,535,5,3868.02,1
JS-15940,464,5,469.169,1
JS-16030,29,6,2516.4939999999997,0
JT-12540,287,2,144.58800000000002,0
JW-15220,43,10,8846.354000000001,2
JW-15955,6,7,1244.086,0
JW-16075,462,4,1428.731,1
KA-16525,37,7,1519.506,0
KB-16240,5,7,3152.6150000000002,3
KB-16315,297,9,1569.464,3
KB-16405,118,3,908.821,0
KB-16585,231,12,2744.7419999999997,3
KB-16600,2,7,983.9219999999999,0
KC-16255,408,6,2120.954,1
KC-16540,98,4,3908.2619999999997,0
KC-16675,58,4,1146.05,0
KD-16270,485,5,8282.358,2
KD-16345,42,6,1888.964,0
KD-16495,113,12,8181.256,2
KD-16615,290,5,2243.51,0
KE-16420,27,8,1686.7312,3
KF-16285,98,7,10604.266,2
KH-16330,41,8,3312.864,3
KH-16360,2,6,3100.612,0
KH-16510,23,7,5952.859,3
KH-16630,59,9,3918.966,3
KH-16690,3,7,5990.799,3
KL-16555,17,8,5016.488,3
KL-16645,48,12,14175.229000000001,2
KM-16225,15,6,2260.958,0
KM-16375,57,8,5620.186,3
KM-16660,16,5,453.538,0
KM-16720,29,8,4909.472,3
KN-16390,20,9,2617.272,3
KN-16450,53,5,2171.962,0
KN-16705,99,8,2280.58,3
KS-16300,296,3,88.47200000000001,0
KT-16465,392,7,3057.1,1
KT-16480,101,10,4642.088400000001,3
KW-16435,97,5,4416.52,0
KW-16570,771,4,449.096,1
LA-16780,155,11,8673.222,2
LB-16735,49,3,50.188,0
LB-16795,153,8,4985.676,3
LC-16870,28,8,2580.704,3
LC-16885,17,12,7663.126,2
LC-16930,42,8,4492.946,3
LC-16960,437,4,3246.6259999999997,1
LC-17050,55,5,2095.064,0
LC-17140,14,9,2633.582,3
LD-16855,553,1,5.304,1
LD-17005,415,4,1961.934,1
LE-16810,22,6,1469.4499999999998,0
LF-17185,23,7,3930.508999999999,3
LH-16750,152,3,287.426,0
LH-16900,22,9,2295.332,3
LH-17020,240,4,318.23900000000003,0
LH-17155,386,9,1739.689,3
LL-16840,250,6,2741.2039999999997,0
LM-17065,392,5,1346.7740000000001,1
LO-17170,3,5,644.35,0
LP-17080,41,4,756.6059999999999,0
LP-17095,10,7,3653.399,3
LR-16915,27,6,5142.892,3
LR-17035,133,5,1879.306,0
LS-16945,179,6,2845.2700000000004,0
LS-16975,21,9,2988.6740000000004,3
LS-17200,97,6,1010.2560000000001,0
LS-17230,777,3,368.88,1
LS-17245,35,6,1008.136,0
LT-16765,27,3,329.876,0
LT-17110,35,8,2936.2520000000004,3
LW-16825,89,5,2238.061,0
LW-16990,34,6,3230.308,0
LW-17125,206,3,1259.0400000000002,0
LW-17215,22,7,5420.514,3
MA-17560,65,11,4299.161,3
MA-17995,187,6,2453.284,0
MB-17305,49,10,1548.702,3
MB-18085,45,7,1428.2310000000002,0
MC-17275,77,8,2725.982,3
MC-17425,400,5,4432.138,1
MC-17575,28,8,1303.893,3
MC-17590,52,6,2426.067,0
MC-17605,113,8,2258.192,3
MC-17635,190,4,795.154,0
MC-17845,2,7,3805.714,3
MC-18100,42,10,2218.98,3
MC-18130,370,5,1581.998,1
MD-17350,118,7,3766.382,3
MD-17860,37,5,1204.9099999999999,0
ME-17320,43,10,10663.728,2
ME-17725,29,8,1908.4532,3
ME-18010,93,4,1256.9440000000002,0
MF-17665,422,5,937.0390000000001,1
MF-18250,8,5,1758.3000000000002,0
MG-17650,30,7,3785.276,3
MG-17680,93,4,2350.188,0
MG-17695,556,3,1342.2820000000002,1
MG-17875,117,5,1242.833,0
MG-17890,100,9,776.384,3
MG-18145,85,4,3061.543,0
MG-18205,265,1,16.739,0
MH-17290,120,6,2394.0249999999996,0
MH-17440,377,4,400.01599999999996,1
MH-17455,86,8,2456.1820000000002,3
MH-17620,156,4,1252.8,0
MH-17785,99,7,2203.7780000000002,3
MH-18025,50,5,2984.948,0
MH-18115,6,9,5503.093,3
MJ-17740,23,7,6320.746,3
MK-17905,29,8,2302.368,3
MK-18160,241,4,1031.602,0
MK-19560,29,7,225.69600000000003,0
ML-17395,70,9,2722.843,3
ML-17410,55,6,2921.5,0
ML-17755,30,7,2071.914,3
ML-18040,80,3,742.082,0
ML-18265,101,2,162.23200000000003,0
MM-17260,169,4,1314.0230000000001,0
MM-17920,8,11,3794.08,3
MM-18055,62,8,2749.881,3
MM-18280,86,9,775.414,3
MN-17935,35,6,2477.946,0
MO-17500,73,4,922.4870000000001,0
MO-17800,105,8,1687.027,3
MO-17950,181,2,154.28799999999998,0
MP-17470,719,7,3206.132,1
MP-17965,73,11,4198.826,3
MP-18175,17,9,5087.92,3
MR-17545,126,4,639.178,0
MS-17365,274,10,7443.6900000000005,2
MS-17530,435,4,475.65599999999995,1
MS-17710,414,6,1613.4019999999998,1
MS-17770,122,9,3144.678,3
MS-17830,453,4,370.348,1
MS-17980,27,6,855.116,0
MT-17815,50,6,2890.1389999999997,0
MT-18070,204,4,1319.4497999999999,0
MV-17485,28,9,1560.0500000000002,3
MV-18190,20,7,1734.574,3
MW-18220,18,7,5341.900000000001,3
MW-18235,45,2,5253.876,0
MY-17380,30,7,2254.2850000000003,3
MY-18295,72,11,4152.696,3
MZ-17335,31,4,593.606,0
MZ-17515,283,6,2564.906,0
NB-18580,1166,2,273.87199999999996,1
NB-18655,20,9,1972.599,3
NC-18340,225,5,2461.404,0
NC-18415,42,6,2218.9900000000002,0
NC-18535,7,7,8241.738999999998,2
NC-18625,205,5,1821.7420000000002,0
NC-19470,29,6,382.144,0
ND-18370,28,9,4326.139,3
ND-18460,184,6,2893.455,0
NF-18385,80,7,8322.826,2
NF-18475,526,4,377.162,1
NF-18595,115,11,7003.068,2
NG-18355,49,5,1869.58,0
NG-18430,49,5,1395.938,0
NH-18610,190,7,2673.29,3
NK-18490,71,7,572.048,0
NL-18310,59,4,1418.0900000000001,0
NM-18445,161,7,6459.344,2
NM-18520,245,10,2161.979,3
NP-18325,26,6,5529.62,3
NP-18670,59,5,3908.402,0
NP-18685,407,6,1228.698,1
NP-18700,139,7,7903.1825,2
NR-18550,211,5,2367.277,0
NS-18505,7,4,2575.863,0
NS-18640,175,13,2964.823,3
NW-18400,173,7,7234.014,2
NZ-18565,86,9,2488.3100000000004,3
ON-18715,411,9,1567.52,3
OT-18730,66,5,3818.624,0
PA-19060,104,6,729.4079999999999,0
PB-18805,26,3,740.356,0
PB-19105,58,4,688.3240000000001,0
PB-19150,98,8,1456.95,3
PB-19210,688,2,132.738,1
PC-18745,3,4,1832.064,0
PC-19000,882,2,1061.488,1
PF-19120,835,4,9062.864000000001,1
PF-19165,197,6,2770.0,0
PF-19225,115,5,2206.128,0
PG-18820,37,13,3086.9069999999997,3
PG-18895,58,9,1987.164,3
PH-18790,71,1,729.6480000000001,0
PJ-18835,40,8,1220.0900000000001,3
PJ-19015,135,7,1824.234,0
PK-18910,484,2,1441.152,1
PK-19075,10,12,8646.934000000001,2
PL-18925,16,5,239.48100000000002,0
PM-18940,387,3,1405.402,1
PM-19135,52,4,4115.662,0
PN-18775,31,8,1467.1519999999998,3
PO-18850,5,11,7473.828200000002,2
PO-18865,1,7,2493.214,3
PO-19180,161,9,4893.043,3
PO-19195,87,5,1056.858,0
PP-18955,98,10,7252.608,2
PR-18880,37,5,1840.178,0
PS-18760,108,6,2181.479,0
PS-18970,70,8,1278.639,3
PS-19045,237,7,6843.634,2
PT-19090,72,4,160.572,0
PV-18985,90,5,2876.0460000000003,0
PW-19030,47,10,3454.916,3
PW-19240,465,7,3922.415,1
QJ-19255,26,9,6108.338,3
RA-19285,6,9,2617.906,3
RA-19885,44,7,3832.3140000000003,3
RA-19915,13,9,4793.543000000001,3
RA-19945,62,5,1686.9225000000001,0
RB-19330,69,2,1008.1959999999999,0
RB-19360,97,6,15117.339,2
RB-19435,20,8,2663.0860000000002,3
RB-19465,10,12,4715.465999999999,3
RB-19570,26,5,528.546,0
RB-19645,649,5,221.084,1
RB-19705,55,4,2067.45,0
RB-19795,33,8,5633.316000000001,3
RC-19825,370,6,966.409,1
RC-19960,111,6,885.752,0
RD-19480,73,8,4272.93,3
RD-19585,181,10,2912.8940000000002,3
RD-19660,115,5,2786.632,0
RD-19720,22,10,1419.737,3
RD-19810,15,8,1137.616,3
RD-19900,115,9,3133.924,3
RD-19930,43,4,970.942,0
RE-19405,1098,1,48.36,1
RE-19450,303,5,876.696,0
RF-19345,391,8,3309.1499999999996,3
RF-19735,90,7,2341.2960000000003,3
RF-19840,7,8,945.222,3
RH-19495,33,5,3621.376,0
RH-19510,468,6,6979.18,1
RH-19555,520,2,740.382,1
RH-19600,535,3,2085.74,1
RK-19300,120,3,1460.192,0
RL-19615,122,8,6234.91,3
RM-19375,346,6,1453.474,1
RM-19675,7,5,5979.0960000000005,0
RM-19750,300,1,98.35,1
RO-19780,36,7,3815.4779999999996,3
RP-19270,497,4,954.6451999999999,1
RP-19390,34,12,5153.084000000001,3
RP-19855,29,8,2170.716,3
RR-19315,20,2,615.9319999999999,0
RR-19525,171,6,3302.2619999999997,0
RS-19420,77,5,3221.29,0
RS-19765,37,8,4159.77,3
RS-19870,20,2,22.328,0
RW-19540,121,7,7397.401,2
RW-19630,90,9,3279.746,3
RW-19690,80,5,3495.646,0
SA-20830,64,10,4767.3415,3
SB-20170,202,3,1348.02,0
SB-20185,189,6,6410.996,2
SB-20290,48,7,8057.8910000000005,2
SC-20020,781,5,3362.9636,1
SC-20050,41,9,4624.572,3
SC-20095,350,9,14142.334000000003,2
SC-20230,150,4,4371.958,0
SC-20260,47,12,3756.513,3
SC-20305,30,7,3979.065,3
SC-20380,31,9,5992.536,3
SC-20440,37,7,1874.998,3
SC-20575,93,5,902.7280000000001,0
SC-20680,127,6,1254.64,0
SC-20695,90,10,2576.408,3
SC-20725,188,11,5226.21,3
SC-20770,42,7,4492.656999999999,3
SC-20800,31,4,279.25600000000003,0
SC-20845,132,2,280.632,0
SD-20485,201,9,6121.114,3
SE-20110,10,11,12209.438,2
SF-20065,60,7,763.546,0
SF-20200,60,9,3422.786,3
SF-20965,49,9,3336.535,3
SG-20080,9,3,3406.581,0
SG-20470,184,8,1884.7980000000002,3
SG-20605,109,6,3124.8320000000003,0
SG-20890,227,3,47.946,0
SH-19975,30,13,3406.8395,3
SH-20395,24,10,2180.718,3
SH-20635,765,2,2096.392,1
SJ-20125,96,12,3949.656,3
SJ-20215,30,6,1341.036,0
SJ-20500,254,5,1318.7759999999998,0
SK-19990,9,3,883.409,0
SL-20155,71,7,3053.012,3
SM-20005,422,4,244.494,1
SM-20320,80,5,25043.05,2
SM-20905,607,1,1043.0410000000002,1
SM-20950,26,14,5695.79,3
SN-20560,112,6,1860.418,0
SN-20710,80,7,3127.9592,3
SO-20335,30,6,2602.5755,0
SP-20545,328,6,1306.0860000000002,0
SP-20620,48,9,5440.319,3
SP-20650,387,9,1872.4360000000001,3
SP-20860,80,10,4282.94,3
SP-20920,71,6,3990.689,3
SR-20425,9,5,3233.481000000001,0
SR-20740,197,8,4345.886,3
SS-20140,16,8,1324.028,3
SS-20410,111,6,3056.807,0
SS-20515,492,3,613.4000000000001,1
SS-20590,433,6,418.49,1
SS-20875,121,5,964.636,0
ST-20530,126,7,433.34000000000003,0
SU-20665,21,7,2595.364,3
SV-20365,102,10,11470.95,2
SV-20785,321,9,4105.305,3
SV-20815,77,4,1271.0900000000001,0
SV-20935,3,8,1903.491,3
SW-20245,82,7,1085.078,0
SW-20275,31,6,1966.65,0
SW-20350,163,3,1019.0440000000001,0
SW-20455,163,7,2921.544,3
SW-20755,535,2,758.6959999999999,1
SZ-20035,36,11,3625.329,3
TA-21385,70,4,14595.62,2
TB-21055,120,5,1467.881,0
TB-21175,59,4,3589.296,0
TB-21190,50,4,816.1740000000001,0
TB-21250,350,7,1602.376,1
TB-21280,584,6,2198.45,1
TB-21355,147,5,834.328,0
TB-21400,203,7,9133.99,2
TB-21520,108,9,4737.486,3
TB-21595,286,5,1387.559,0
TB-21625,31,9,2797.6679999999997,3
TC-20980,400,5,19052.218,2
TC-21145,107,1,1038.26,0
TC-21295,28,8,4266.812,3
TC-21475,154,9,1244.976,3
TC-21535,5,7,742.558,0
TD-20995,38,9,1434.548,3
TG-21310,338,5,3058.372,1
TG-21640,115,4,2074.661,0
TH-21100,345,5,2422.824,1
TH-21115,59,4,2942.772,0
TH-21235,118,8,1022.201,3
TH-21550,73,7,4234.096,3
TM-21010,104,8,2955.226,3
TM-21490,131,3,1094.6779999999999,0
TN-21040,91,7,3130.221,3
TP-21130,9,9,4454.0560000000005,3
TP-21415,105,5,5329.0048,0
TP-21565,351,4,1936.6400000000003,1
TR-21325,194,5,675.942,0
TS-21085,358,2,4.833000000000001,1
TS-21160,505,6,2163.624,1
TS-21205,199,7,5371.09,3
TS-21340,227,5,974.782,0
TS-21370,37,6,11891.751,2
TS-21430,173,5,2054.14,0
TS-21505,12,6,2243.274,0
TS-21610,56,7,2820.424,3
TS-21655,239,5,3368.094,0
TT-21070,32,7,4915.602,3
